click,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18,cat_19,cat_20,cat_21,cat_22,cat_23,cat_24,cat_25
0,-0.40413015646393813,0.9928987481394299,0.7890822848173107,2.8537930719186924,-0.2141542578078761,-0.6694303431351094,-1.943577569245041,-0.8764189816401711,-0.5849863594490573,-1.1676652361716389,0.02620963852853026,2.1122656010219396,-0.5858251183204379,8,80,77,13,90,48,84,44,10,37,31,42,55,40,52,56,54,60,0,84,8,5,20,18,47,76
0,-0.7085496965773871,-1.0409728213217269,-0.45357122412496187,-1.1626399789655852,1.6831665467054997,-0.8194756156485998,-0.2231293076454513,0.0746288953214584,-0.3468779782042206,1.6676956880737785,2.2438692310005943,2.4177537001494156,-0.4062065629229256,2,37,14,43,86,7,52,91,49,70,12,31,13,25,18,91,39,61,83,59,18,28,23,41,77,85
0,-0.05037562002257665,1.0073893526198154,0.5155859741521561,0.626137696917685,-2.319337938834368,1.5771135140471955,0.03282431679212956,0.2383145594822737,-2.0552513122466634,0.1645531664112034,0.06963221199356244,0.620393815219183,-0.30085549361135516,33,25,65,71,0,67,10,52,29,81,73,45,92,37,73,22,59,57,50,98,95,84,1,69,67,77
0,-0.042356786217270063,1.418667999259839,0.6091158624089648,-0.016868255432643437,0.33031086437612484,-1.0573652149447168,-0.22822940433972758,1.0296823951744773,0.3347872060190383,0.14329006141906336,0.3092182769721678,-0.8689330160689923,-0.5642099484585696,2,99,31,63,57,82,39,67,68,68,81,46,61,22,97,32,77,23,47,67,90,70,13,16,98,14
0,0.5518703947254815,0.0094520158081767,1.0606276180766776,-0.7305548315977414,-1.4172695844760181,0.9893145728887857,-0.39203412037597096,-0.2587938386070664,-0.4575917819319774,-1.127826641525486,0.5933629021246568,-1.0377722413196886,0.8313337562686957,33,47,99,96,81,84,69,24,4,12,55,96,3,43,3,30,4,79,14,81,20,50,73,96,45,26
0,0.7213356615673062,-0.7166602435806015,-0.5978348782780306,1.4242990856616955,0.7740365105144478,-0.534074771337352,0.10497985473011194,1.3823285930240088,-1.5082106944692697,0.5078978076679174,-0.2577369777772001,-2.761738703358222,-0.4909499029968086,9,65,46,66,12,72,33,28,8,25,57,96,75,51,94,86,44,33,45,25,65,17,11,79,4,6
0,-1.8179468603426014,1.0637040639970943,-0.38285675128808233,1.735089785594659,0.8064794715358474,-0.14431532452222293,2.5560042295893437,-1.7549487495858207,-0.3846619517850459,-2.214944299959073,-1.2874157304071905,0.31633605286216504,1.158981073984022,19,77,12,46,62,22,60,25,59,56,61,38,1,16,86,45,24,80,86,60,68,56,40,34,21,85
0,0.9393498909236446,-1.1869766045005357,-0.032552659039534415,-0.09351702351331512,-0.12383003148790157,0.6408023421912288,-0.6533518609055329,1.4006783184969904,0.4116596856606808,0.5866317066798882,-0.11013463860435901,-0.5245087476665706,-0.549530684780176,87,56,34,51,21,21,20,80,68,62,98,71,14,15,14,48,83,31,62,65,60,51,55,22,93,20
0,1.3711768062917875,-1.3677325229833959,0.8347949286314357,-0.34255518341482716,0.7845485522548239,1.4694030384161474,0.7899557314182701,0.8491363910948404,0.10680315543236325,-1.4656092615327603,1.0177014418595653,-0.504528877503875,-1.0899008080911146,16,83,76,0,68,35,45,60,59,70,42,58,59,70,80,80,43,50,49,24,54,95,21,69,90,74
0,-0.06510497756597114,1.0399491427080005,0.779757771179151,0.962607296001662,-2.286731308507647,0.6428886990421577,-0.32324765282709045,0.7563113106702266,-0.6051224429704817,0.23382247961888064,1.3781708673349073,-1.4919507128187122,-0.788977557333889,70,45,98,49,35,49,49,60,8,61,8,17,68,41,29,40,66,56,92,23,90,35,24,51,91,9
0,-0.5035634706499301,-1.8172463995814223,0.4092242241753774,0.5517863742860419,0.016140659939819505,0.7614095580701413,-0.3005194664046864,-0.4462535677386924,-0.22726953602754144,0.4123704599699197,-0.7926305980799134,1.0431248118215297,1.832099793227057,92,8,47,58,51,14,81,61,4,36,5,86,96,30,36,62,64,85,80,18,69,86,9,88,47,92
0,-0.8620831733618189,1.7862957300861644,1.0218197412925991,-0.39010493702647486,-0.07553837493208637,1.021045950875511,-0.11523723802087786,-0.5332929058680247,-0.4827377347474442,1.5432289325723438,1.1020190431294659,-0.4422646324795648,0.8662647951521777,77,3,80,56,21,84,13,80,96,79,65,38,41,58,71,73,52,30,26,90,64,81,65,98,63,73
0,0.819960671664189,0.001949668820259395,1.2519257694302548,0.6652089734123582,0.01692429503565486,-1.7888434626225687,0.5119105658317947,-0.021529720978647426,1.5036481899785186,1.5014270801430876,-0.8278299821323918,-0.6300453090702438,-0.6182859398904343,73,48,66,69,88,39,74,91,70,87,34,7,80,87,91,12,61,87,64,37,72,78,17,16,5,72
0,1.3029302371206817,-0.5858512167749129,-1.2110969442102317,-0.6147488441681438,-0.6514691942431909,0.13388463275284002,-1.2461676058671256,1.9998949107542914,0.22106139858478846,0.499651569616703,0.11898039748147143,-1.5980509830091105,-0.9070913816426293,91,8,67,63,13,69,88,27,15,84,96,37,17,33,61,67,11,65,16,85,50,73,67,51,55,78
0,-0.4151929715213753,-0.31432469620237263,-0.7637765110890615,1.9872518492477957,0.25642303065809924,0.3027275573458215,-0.5002765477575081,-0.9729001285176326,1.1377809309646176,0.40392065388662984,0.22258730590764947,0.38655033431299907,-0.00128921946853272,68,36,59,41,56,63,2,30,93,93,34,5,67,83,55,61,86,41,33,31,59,37,86,36,0,99
0,-0.5809286331973144,1.0916636486378037,-0.9851783732378467,-1.4052603340889178,0.30441707843921223,1.0583688349333817,0.5518395592852733,-0.5626715748253569,1.43741057571548,0.47946606571639117,-1.2750338971320705,-1.227582659623406,1.8786214204547764,64,64,18,41,74,86,86,66,82,10,29,10,2,97,69,25,56,63,71,54,71,32,23,45,89,90
0,-0.27846332748884395,-1.1552544209827609,-1.0158283755677264,1.215641295755095,-1.361524558845847,0.45173538840065186,-0.8107832791527347,0.7601425820308595,1.0786681067501596,0.018956901752529252,-0.8622875629797065,2.284748269917202,-1.7693727551332337,87,94,93,78,93,95,28,88,5,84,44,92,39,90,18,98,43,44,51,1,45,67,96,34,99,44
0,1.1131691280733278,1.6200452475417042,0.7651272852221357,-1.4299584269435528,-0.18986028702136287,-0.9206868733451917,0.07643967128209121,-0.6932992469033271,-0.9617591082917712,-1.0616615813128703,0.9611849058168025,-1.2739313776887116,-1.2198757580984072,59,99,89,16,88,69,26,29,77,49,84,21,11,61,99,89,10,53,54,63,42,57,84,81,95,69
0,0.9712726839065049,1.0743296670021054,-1.0659036909004793,0.9509588731389612,0.7294560118269837,0.08553396621532434,0.6045265568182255,-1.3786270556997726,0.3060759684390264,0.4609739156153795,-2.6705542979698347,0.5216442597815824,0.38259638694216563,47,58,96,70,8,65,17,76,57,34,9,41,91,86,37,80,60,64,71,4,74,48,30,61,94,12
1,-0.34819836387160114,0.21477535196604497,0.8258422091584453,-0.19205439348932488,-0.6849125732877315,0.880298168994568,-0.9333494049733542,0.5148536794957856,1.7430200556094242,0.43690249084555155,0.26313322702877867,2.053670444996202,-0.0653963644467228,65,2,53,23,17,16,33,22,83,18,84,36,82,68,27,22,99,60,62,50,81,46,49,5,88,34
0,0.8429008405214049,0.8816829353367591,-1.7966753167665297,0.9894546247392646,0.03760497390434568,-0.7364370111218912,-1.6643349588154508,-0.9597623534012292,-0.5166971485008814,1.0077270992418794,-0.8305320066192701,-0.38125780628476225,1.0548931647088675,25,7,25,15,12,38,9,70,30,51,30,92,31,59,99,61,22,93,7,60,31,91,39,69,21,98
0,0.3666839098883055,-0.16982369406303663,-1.2202894219764633,1.0666556369742812,-1.0014695096504056,0.9373617702907729,0.5580503798582913,-0.5090307717237127,-1.7593479073687455,0.64289300767252,0.08274933265686572,-0.6487409169037335,0.16325323256225102,66,65,83,67,3,31,4,36,46,78,22,53,39,25,8,42,45,39,91,41,71,13,83,26,66,53
0,0.34230054043288693,0.8236606145392525,-0.4531827742666517,0.6770955513030172,-1.067365429442911,-0.22204811614237713,1.083560579362647,1.735740001266047,-1.4979540158915128,-0.37570325725709125,0.20685536302302,-0.7374790249174126,0.7248408554922511,65,63,74,53,26,33,9,60,59,44,65,10,61,46,62,83,85,25,28,66,57,1,66,15,38,15
0,-0.2864484911441443,0.7842483152828807,2.0187960192139913,-0.012817965865381732,0.17317123700504333,1.8605425194273264,0.8399813548554025,1.1568306902107501,0.6828448939352549,0.8304994789596449,0.04270683134929683,-0.14588322524361202,0.8675745635163562,84,15,17,46,37,41,40,1,90,61,70,23,6,13,44,99,16,90,3,30,44,15,80,95,36,86
0,-0.8819459090791397,-0.7877357696295706,0.04475283669654311,-0.5049198376177017,0.8346486378580409,-1.2862268128859573,-1.29321945268536,-1.3501454346231672,-0.6117222719671681,-0.25538823708006475,1.146528610457652,-1.2073028427240826,0.6122742077801812,46,26,67,37,29,95,51,88,84,51,19,35,34,97,20,7,39,39,88,82,24,86,49,80,63,44
0,1.6341479331212445,0.9676338286619507,2.2761991335925686,-2.00756081988127,0.002060170791305882,-1.2565641321991554,-0.650385621128348,-1.4652762994613107,0.7118831964394587,0.21196061533468025,-0.11767332360736726,-0.3961810201589504,-0.6502850929466296,51,5,71,39,26,14,39,62,36,41,93,33,71,66,72,44,14,11,24,55,95,51,9,19,28,30
0,-0.320879895067576,0.14173237867166033,0.9532271754087042,0.30587539423208804,0.33455969871976204,-0.8696057615682127,0.652743076479343,-0.21743826638958982,-0.32776955186921986,-0.9801578111317436,0.6727646268893825,-0.6153030317249082,-0.1701612373204784,90,61,79,19,1,96,76,75,95,19,56,2,9,22,56,36,57,35,60,27,97,97,2,13,47,99
0,1.6681487177591192,-1.1013334172653884,-0.6873492897492709,-0.3887094650455754,-0.5700913614462306,-1.391927782229942,-0.4884564380615291,1.3143255685595998,0.7450503696047953,1.3700747503124178,1.5186202713641546,-0.32916218927187474,-2.2771436712574196,12,61,27,52,57,55,99,38,79,74,16,17,24,37,26,3,17,18,81,32,11,93,67,81,56,16
0,1.1144323124703772,-1.9192772546315693,0.08422675898522221,-1.04243662417486,-0.3808202132884371,1.05274766490098,1.3674251965969517,0.9275221357506104,0.607525997709098,0.7632478320009393,0.0835758136721546,-0.8660390886913104,0.3627637742460116,34,71,61,83,64,49,56,94,41,19,81,44,6,26,50,46,74,44,92,21,97,35,3,22,2,25
0,0.8406756664971123,0.6699043206261017,0.414480285067882,-0.38067475247379196,-1.0491321484452185,0.8427556206724093,1.683931912727789,-0.2395416809864852,0.8009361268911175,2.0749035796420214,-0.1802022885329856,1.3621089691614487,0.06722846760489608,19,31,38,8,20,1,1,38,45,77,43,20,15,20,7,54,33,42,28,10,98,39,90,90,96,99
0,0.5889316777614232,3.6655736539253816,-0.4019345772061306,0.8251262115184002,-0.2725434901034727,1.432075897961034,0.7607193672946019,-0.25727417543297204,-1.178704718550761,0.21658577170080967,-0.4438746727329231,0.5282875478030479,1.4242521896322222,13,30,96,39,5,28,19,7,6,51,74,74,58,95,0,61,18,5,25,85,94,26,57,58,95,39
0,0.5987055545221835,1.5814055510966838,1.7381161630588617,-0.971459610862333,0.7421071679192054,0.44947362204304936,0.5031496384197204,-0.8920642373153489,0.19597292916349138,-0.9849316714222018,-1.3650872164867014,-1.664539637611006,-1.302655949568036,96,39,44,71,77,53,72,3,61,92,14,8,60,18,54,83,56,43,57,12,76,30,81,3,94,36
0,1.0273150960922626,-1.0278693906850453,-2.261219999512335,-2.312832783618249,0.7080121008769446,-1.6183528733410109,1.4981351467002066,-1.3316442342416739,0.2622508254607889,0.0772408612986846,-1.8810046755008003,0.6408311145727859,0.13010056011841079,29,45,91,95,44,46,22,8,7,27,86,36,92,24,75,57,23,27,70,55,81,27,19,1,61,10
0,0.7517953077351529,1.5120744752772428,1.698551658032672,-0.5335180344635629,-0.21005959782553757,-0.30932435452959567,0.08643445089387161,-1.2353754363608815,-1.0103388140476088,0.9993712923093159,0.416075687120111,0.060751906281167244,-1.6794049514108471,26,30,45,88,81,39,74,30,50,39,16,97,59,57,81,47,35,50,66,35,72,22,90,7,18,3
0,-1.4693965393387043,0.23381609826353372,0.7168284481319305,0.2598119943212272,-0.7023845605339851,-0.10767810708300249,-0.008819378229533386,-0.6296015603475238,0.5116441160684554,0.572093159310302,1.152601087394603,-0.9441929029254318,-1.124444592276934,31,65,41,43,31,71,46,85,79,55,22,17,14,19,89,97,99,27,68,64,63,6,40,45,91,9
0,0.3072452114210727,-0.03688792573730628,0.5737408355914964,0.8073892985255151,-1.035880974287234,0.29632720173341626,-0.42456245961815847,0.9568776077029665,-0.04906911816818707,-0.6276250255391669,0.6843782744149737,1.0298767530555932,0.2967951533241652,63,37,75,99,98,79,64,44,85,20,0,47,76,49,37,37,97,88,83,42,14,21,24,62,79,17
0,-0.4491280596353939,1.558506093473983,-0.3003872407457972,-1.5492206604774457,0.2947639811109754,-0.6995464768314047,-0.7761397044368278,2.0358686881392543,1.0836103098388887,-0.6711364695900912,-0.8209424075631042,-0.6407589201434655,-1.7109094485388334,40,77,94,47,47,3,11,47,43,51,57,83,77,32,51,60,60,88,70,81,89,19,48,1,22,87
0,0.8087767253625225,0.6378332904686088,0.5658197564554338,-0.6898951587194451,1.5278704218426837,-0.11519588079260516,1.3142163567397585,0.472587646155249,-0.557325619852458,1.8160890059161179,-0.20405875154631561,-0.40904033123812383,-0.3347678516140505,22,76,57,69,93,51,53,92,47,7,20,51,84,64,18,71,23,3,43,93,59,10,68,36,96,66
0,1.4916218886697252,0.860122405031344,-0.19755221075962487,0.06181121094398136,-2.237314899088362,-0.5867761788377045,1.848592141466309,0.40173116660289215,0.15046059086837643,-0.22050408200535535,0.10921279792548665,2.0628102755646225,0.2892724004050792,45,96,80,66,94,46,70,11,27,87,28,81,48,75,41,6,31,49,37,1,17,55,6,85,33,4
0,-0.5284439131867323,0.1968160549289624,0.4987996996232291,0.40114187652451316,-0.5066638545328969,1.8306256030925436,-0.0006289317077217925,0.6534811738196596,0.7968283645271835,2.034819974296597,1.462680610818655,0.876798824467959,-1.3799824473148576,86,16,38,77,21,74,98,76,49,69,23,97,18,35,49,56,26,90,43,90,65,12,59,34,11,83
0,0.8434885589978681,-0.32997872610455703,1.9464253266590517,1.4481234451438032,0.4537779927951473,1.385647106133552,1.2894529022842016,-0.968731677435058,2.2025374451955595,-0.881573567127891,0.8564429029096854,-1.155290993707551,1.0766904513349351,25,51,36,57,19,13,53,71,7,29,22,68,19,69,35,76,5,17,97,58,53,72,51,86,22,7
0,0.8187408415122422,-0.08299075759016995,-0.508764593580375,-2.1580844463081275,0.07117208566554106,-0.7052762105358934,-0.18892526961376502,-1.7295660654697345,0.28691763643671286,0.10073484784519274,0.7348645794426985,-1.5733689113276124,-1.241990465859364,97,78,17,2,18,39,66,15,28,58,90,86,51,80,28,92,39,51,0,93,72,96,9,17,77,75
0,-3.0255772448289924,-0.06827512544830656,0.4892596073186327,0.4875782451968991,-0.40167217709408903,-0.025817360047299082,0.4005362203876446,-0.7673449001029443,1.5299457840896222,0.22810378694417993,-2.033144530107787,0.16885706184140606,0.8806862869386882,16,15,35,87,2,16,42,0,4,42,39,81,18,31,52,83,39,91,61,6,13,47,63,42,65,94
0,-0.7079473669050188,-0.429165150454271,0.09451780383805233,0.24330106211132896,-0.6277527058862066,-1.6132565726787806,-0.9036378249524549,-0.507774769001077,-0.986974011897822,-0.36906411980544995,-0.8831948658454695,-0.651690187819877,-0.2053372036394707,39,65,90,78,5,25,66,16,39,91,34,34,56,8,38,87,40,35,16,50,34,16,34,11,50,36
0,1.732515031039861,-0.6358808966739282,1.043595972370431,0.13961365421756627,-1.85844113839917,-0.9198429310288803,-0.3878255481451582,-0.7380013814838794,0.7607884893320361,1.3298463184095786,0.5373331798882727,-0.06707249319160022,0.1350824878728085,38,62,18,6,64,24,58,77,53,67,79,46,58,46,93,39,10,37,67,67,51,11,74,46,55,4
0,-1.105009709625931,0.6379097874132741,0.8685082910761234,0.7566452637861084,0.05296104781280149,-0.2872010029298708,-1.0155413532043942,-0.9363332214613587,0.5434990646842552,1.8727645498286287,0.9058474339279773,-0.11263664345633391,1.4929889744777973,50,99,68,74,74,85,95,15,53,65,54,81,57,87,83,88,59,6,22,54,9,0,97,50,93,62
0,-0.6324479702348217,1.1513625255352549,2.168784522871413,-0.41379319615313515,0.3073871637513355,0.8185546189232213,1.107685213552508,-1.3978635745983674,0.434512303762931,0.4618903707651269,-0.20050236732710816,0.6512696640027119,1.295342766872508,72,38,32,75,73,10,67,72,14,80,40,12,42,51,21,38,23,89,51,74,72,92,86,25,41,5
0,0.6610490485837256,-0.13734846430204392,-0.5094090215842317,-1.165157614006612,-0.05444415299325617,1.652214233348642,1.2213136392753583,2.073541820221967,1.4398428279606916,0.6496124556080092,-0.4271682251516813,-0.5984559390271166,-0.7309172522120219,90,70,90,56,34,92,20,4,82,18,52,60,10,64,45,87,27,17,19,2,58,54,7,24,57,31
0,1.4244027238942656,-0.7071877073050974,1.5087009095430592,-1.6964498652537758,0.08551430448130552,-1.349478743853849,0.08293583251337787,-1.9604545763550565,2.153177914655906,0.45744435873494194,-1.6148127566690837,0.9773418305223229,-0.3896021757657098,90,11,93,47,49,91,12,58,52,73,43,21,96,9,11,28,44,81,53,32,88,15,86,29,6,50
0,-0.38697678737369595,0.395251003710593,1.2443592340246161,0.1752211551616981,-1.4940400873624742,-0.15902881400965488,0.13385177831711095,-0.8281924126000701,0.5359169520073489,-0.14462708287602652,-0.36434823426140933,0.29826448648466575,-0.1638713834928184,14,66,78,2,11,99,25,98,92,17,52,46,72,19,2,11,36,20,15,14,81,98,70,11,52,4
0,-0.9066294866758264,-0.12211869697118505,-1.786843905387154,-0.44626706305989894,-0.7919266275566281,0.5413134885040334,-0.1107223906430677,0.027990396958380574,-1.0760107401856158,-0.5549661002655516,-0.1720837806634322,2.219999524230706,-1.8980478956979419,40,34,98,72,95,59,99,6,25,22,45,49,46,10,18,74,11,10,8,88,45,59,2,68,33,25
0,-0.22566429394635001,-0.062455514151098124,1.1577523959078497,1.417485951164509,-0.3482919180985723,-0.1402892797541426,-0.4517782542769688,0.9688689469763914,-0.4620780028129075,-0.41914869813418865,0.5041281080693002,2.0252771195306183,2.1223514138707604,12,36,35,54,94,57,43,22,66,21,87,33,41,42,32,61,65,84,19,19,81,26,62,22,4,37
0,0.2452630083864866,0.7479321506780277,1.252680857744785,-1.7658789507623625,0.01867098813221774,-0.24081788829296094,-0.5613280157058925,-0.06121214583348882,-1.4409010573926302,0.5422546340125461,0.9036994157002641,0.5308369366787484,-0.7896532031969641,3,32,67,0,50,32,58,85,64,96,73,15,61,95,21,39,58,84,43,71,27,11,2,61,10,69
0,1.1895540658544026,-1.2558153919135169,-0.609891328814659,1.016418962634098,-0.5227866177603389,-1.237583628609491,0.4310199787213991,1.195513868043827,0.6286323436148706,0.6980622772706998,-0.012384498751497101,0.29479033069946364,-0.03232167709817685,5,27,48,34,76,19,13,48,10,53,72,98,96,33,76,22,48,31,92,46,54,14,89,64,45,30
0,1.4265493447999429,-0.5720610863231126,0.6355533492981333,-0.6134607209647484,-0.13066669389988614,-0.5939325752778833,-0.8365289066926026,0.084793856061562,-0.42923117402337463,2.1740149076319852,-0.17057503004351662,1.0663285905212334,0.6747824928395628,13,96,59,23,18,67,87,80,2,66,33,12,44,6,60,24,25,13,30,37,71,67,10,82,7,46
0,-0.3591541859107472,0.6619719989107266,2.2253709845737797,-0.24744359054814907,-0.37970960508933477,0.3806798915687775,-0.6624580847623383,-1.3418199230530095,-1.802417682756194,1.1349335689368025,1.1182063706568306,0.08937688942649318,-0.2590682155292769,49,75,36,57,43,95,85,89,13,66,79,76,18,42,95,86,52,67,64,97,56,92,92,52,57,98
0,-0.7635049725877304,0.048912078737385165,0.981680064870014,-0.7240380844678289,-0.7122740339230168,0.36951872056426277,-0.6493101402808272,0.5436135129189501,0.3288837061170913,-0.7590673830690151,0.2820124102845468,0.46723462067026605,2.2024446982085926,66,82,87,87,12,27,52,90,93,26,98,8,97,82,88,99,78,76,15,40,80,23,99,56,44,41
0,1.1481062544199985,-0.9584900542461671,1.0528760899224243,-0.03295549153753989,-0.039575540633141615,2.8884717104062054,0.4337796991761215,-0.6698252120103619,1.417933695546385,-0.9019206328361817,-0.1561031495206094,-0.574024740456056,0.9578913372361803,71,93,97,30,95,72,82,69,62,46,21,20,51,55,40,24,64,67,40,67,94,53,7,76,96,19
0,0.2689583392172874,2.694191815235099,0.4220917290862086,0.023036906194452395,0.42208277688400914,0.23788582911253917,-0.8572395315740149,0.7206009411288009,-0.9101920545815007,1.2091417084858154,1.0238516733156977,0.6665098026792392,-0.20460008041592648,86,85,93,39,95,70,99,70,99,97,79,97,65,88,23,4,97,2,6,36,94,52,4,18,82,6
0,1.3006631170455258,-0.9615357899331934,-0.0900942420819723,-1.8073379836493824,0.11461565179594117,-0.45884881062574534,-0.12524183263120334,-0.08192185433627926,-0.4290968438994722,-0.4109278497825865,-1.3664805851383421,2.0381459845652303,0.8841902402397328,13,93,29,99,68,36,31,49,27,46,68,92,74,91,53,34,74,52,55,7,87,77,39,46,21,44
0,-0.7728396184269942,-0.0926638210116153,0.46520755094722555,-0.8366527485799164,-0.5440990691944291,0.23089004518321052,-0.9250436734693895,-2.158578258105145,-0.9449366466258781,1.7634646013520534,0.13461107478001888,0.18334251087316902,0.025448644654847044,90,55,5,51,79,18,60,74,13,19,82,52,39,83,65,75,77,70,51,43,36,37,67,83,79,64
0,-0.304219335355381,0.3949281177229516,-1.489523171574977,0.7080269439150544,0.9249153368724915,-2.270876875595675,0.8895190415035953,0.1318563577498155,-0.8117469675771576,-0.8346022637080751,-0.3353349531113772,0.7562471300510157,0.5096195735816096,91,61,24,45,46,17,15,14,65,59,51,25,58,81,36,32,59,92,95,47,7,63,29,49,23,58
0,0.39054121986272783,0.2186944884464425,-0.9064666972776139,0.019976526820961613,0.011911116142683503,-0.48356010237699226,1.2173813805824794,2.1039853442670013,0.5618030258471552,0.19634901647387853,-1.3435389617651983,0.5994464023150596,-0.3973614579988653,77,81,82,17,23,9,71,89,64,89,81,26,45,50,81,22,79,51,86,57,81,38,69,44,71,20
0,0.6155660710860466,0.8904198282883229,-1.2523904104367,1.677277613482096,-0.22406600876188765,0.005321820081683743,0.8434213158029268,0.7582896506770612,-0.18494795883581025,-0.09269600675097484,0.9203766267113362,-0.8999896662097921,1.5661364953433938,75,90,96,13,85,77,90,16,96,61,50,28,28,89,94,41,43,26,43,58,53,93,62,28,4,36
0,-0.41148821498059324,0.7590506987239011,1.0575876242056317,1.098143223814572,0.8043801834914215,0.6308675614842187,-1.0273444416913042,0.05776054940392523,0.7207922057659224,-0.10059452377223888,1.4293802361629957,0.3877586882765995,1.883737755302108,81,42,6,11,12,51,21,24,7,3,0,64,33,33,83,85,54,50,39,66,70,66,57,88,11,69
0,0.42698518793957635,-0.04295331436717509,-0.6112451787338893,1.3053180911523172,-0.10189112517727733,-2.7993817414573554,-0.9086395562179175,-1.5544126720815041,-0.04625692783660553,0.9286859556187661,-0.5926373327776989,-0.07288031621954097,1.4550192190277627,73,22,92,18,22,52,55,20,35,8,7,76,5,83,44,54,74,0,93,65,47,80,57,33,65,40
0,-1.7183274915427218,-0.9790795649311627,2.79712599090808,0.30267059546758857,-1.5829653051760009,1.477683069201723,0.38518180489468173,-0.47796844937254046,-1.4024749575911217,1.6213592473165137,0.3406008987037412,0.09742740451029208,-0.7975869690513437,70,17,59,28,74,90,73,98,28,91,68,91,14,52,84,91,36,30,0,65,56,55,2,90,46,99
