num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18,cat_19,cat_20,cat_21,cat_22,cat_23,cat_24,cat_25
1.9606342116850346,-0.07946328889890378,-0.4245801540775828,0.7449841409026318,-1.072078045966793,-0.018319757976115292,2.6907349806386236,0.21908864066867387,-0.4143506746715194,-0.0434534915014043,-1.3515750217676674,2.082112176077278,0.5865343300680563,4,97,66,25,14,52,59,17,5,97,58,98,24,86,56,52,71,10,40,62,98,42,4,14,61,66
-0.8772644224986343,0.049573062907699535,-0.06528599796254085,0.25456550976935594,-0.01779814665367285,-1.2082374958792115,-1.3020556547787783,2.02732855541864,-1.038920810623818,-0.411640705380445,-0.3341719332627147,1.64644365925922,0.6150760777858587,71,94,33,14,3,50,10,59,77,88,84,71,86,78,97,1,51,92,72,2,2,63,85,72,49,30
-1.124290034626088,1.4499630468054472,-1.2894613674500646,-0.005445508473867423,0.10669552194561818,0.15624824823517358,0.743963564286455,0.33745369613930215,-0.022454276590116295,0.8219000502710071,0.6702968927835684,0.4748146181734823,-0.9709797012858552,79,88,18,94,89,45,23,0,49,82,9,85,21,57,28,97,7,86,11,65,85,70,63,31,54,84
0.02209756126441658,-0.1849620375782318,-1.813707952967315,1.012308653192958,0.808837535086945,-0.661040490390063,-0.01176639119039761,-0.16618651549914895,0.5013783311610602,-0.9256699573931978,1.3898740325791779,-0.2312645312298739,0.06335133024376383,13,29,37,98,8,57,51,42,28,77,45,36,44,18,10,25,79,5,72,77,58,5,24,64,95,54
0.49438054992384367,-0.38449720802090664,-1.6552951066128312,-0.8071345152520656,0.2777902264977282,-0.13975614859718244,-1.954965355273847,-0.9429013661773475,-0.7933977631876693,1.2359414898715513,0.7140796375283825,-1.1499902297317528,0.2553185701730115,72,34,98,1,76,23,67,17,47,27,71,43,86,5,75,88,93,16,13,57,6,26,14,54,97,13
0.046885371801271086,-0.36638281738146805,0.598020361431906,-0.5310010447711498,-0.7845537734040383,0.04322405951999213,0.39820316129294303,-1.8187919149503213,-1.2985308293103508,-0.5258381002349728,-1.1066601088007064,0.702343406724719,-0.6751816184743212,22,62,42,31,97,73,45,13,65,59,5,31,43,88,17,35,48,9,79,15,52,28,21,50,93,18
0.3447893133795453,-0.19020933677970922,0.40172645606206786,-1.5029728068992978,0.3311517613397746,0.6800593919846633,0.15461034727842096,1.6055629564462306,-0.5279992853479236,0.5630819263399819,1.007117213540457,1.6077788296749174,-0.17756012917705774,32,16,55,28,54,94,57,42,32,83,91,41,48,55,97,37,20,35,62,37,23,69,22,12,63,7
0.3194757667733893,0.9013605225063559,-0.08970467769502886,0.8457289074564642,0.7107315372412119,-0.4655151215472147,-0.12513592136734905,-1.7041019249807126,0.9673979229227824,-0.3021753340475845,0.40660035832929087,0.33451693552815226,-0.9263858193150948,97,13,12,7,66,9,31,24,47,97,63,43,30,31,64,68,3,67,57,7,60,51,74,42,71,34
-2.1628073883064363,-0.22802378866352363,-1.2348115141326899,0.2796123893001768,-0.6454135455066227,-1.0042385390369015,0.7983777127351404,-0.4792185597180778,2.211584564726159,-1.3221987725352153,0.11685266371854289,0.763293172928833,0.19373492096643122,90,40,93,28,98,99,87,31,14,13,57,9,41,44,17,56,73,43,38,67,84,25,32,40,9,92
-0.6403454184529898,-0.9778607595806963,-2.432628713461762,0.22862852486856106,0.5258787499615698,1.2327172401881559,-1.3764491708967455,0.30159284473927156,1.961331628107565,-0.2122563431709266,0.6806066261204312,-1.1250592409187234,-0.14347888149079652,40,12,21,56,28,98,83,26,4,44,63,79,18,98,13,12,99,86,41,77,8,8,78,23,19,43
-0.04791986444083415,0.062199716387645966,-1.1709346469035549,-1.6428160473821605,-0.00583193782027276,-0.9035971972572918,1.158376079826035,-0.5472227402303861,0.8636252430008564,0.6268342037219803,0.6517712886473761,-1.6518559849192023,-0.38511382925336857,79,41,27,89,95,98,7,91,55,73,92,45,8,37,44,47,7,79,64,1,95,42,49,5,92,26
-1.1491105985589076,0.5887407840933513,0.14949173546951972,-0.6176419832278851,2.6279104418111627,-0.2589376928791451,0.09709356244933794,-0.6336023816989447,-1.668171710089622,0.3396500352195014,0.7590496191795475,-1.757523787982919,0.10671346087999695,5,85,99,48,49,34,12,61,87,73,77,7,95,44,7,52,90,56,33,64,37,57,15,53,53,52
-0.6585740996023497,-0.9892676034786929,0.5539282663454989,-0.406419643346406,-0.5719336690214148,-0.9379479617966643,0.4979247478086026,0.7282040867685454,-0.022686470733057115,-1.294083201299608,0.5110597297155246,1.144784316444002,0.6365509073973267,52,52,16,87,34,59,69,14,26,90,76,5,99,86,9,20,63,86,2,92,88,7,15,71,77,12
0.2882550099315164,0.5600637862528753,-1.3019555551440658,0.26774446947847097,1.190678280083499,1.287535215543507,-0.7978987753355322,-0.11214812952513122,-1.4916187651467323,-1.0026867219886266,-0.4839370960433112,1.040027735245264,0.0401520243022186,65,84,19,7,62,2,78,76,63,64,91,52,90,12,91,51,35,4,50,48,86,55,48,66,76,52
-1.2127414141508779,1.0171155818167508,-0.619904065078663,-0.04246068832547725,0.358490188758345,1.9069714936975917,0.04177178469581413,1.8341431938500217,-0.2191857799781206,0.1174565274915403,-0.5269071536192541,0.1372468106705132,0.20705161271087935,44,74,30,30,92,19,92,61,79,56,84,15,13,17,73,99,29,30,2,95,8,89,36,76,35,81
1.246505212175152,-1.1180995338192152,-0.5138416074088883,1.0044240167639475,-0.6451360118682751,1.1135845325236966,-0.9140491723597445,2.9028016407711963,1.480546216655074,0.7932021008174346,1.785823096409426,-0.22528509353304554,-1.2984882421571087,42,34,99,86,48,60,24,31,60,16,1,11,3,12,7,5,45,15,21,10,63,29,37,64,20,99
0.8120835241555967,-0.3763360010154777,0.10432335707556441,1.3412431561822906,-1.1467033142946035,1.3268806090690035,-0.8218948539036823,-0.7375670203779157,-0.49608154669852017,0.3295982423475126,0.2910032325666364,-1.0818892539299678,-1.1464112504357322,51,70,93,4,43,45,49,98,71,90,4,67,81,98,34,37,41,15,52,93,86,58,62,19,17,4
1.0862310169884957,-0.24280146683518297,-0.7481745531386685,-0.48476595401934586,0.0312808580816649,-1.1933154234685275,-0.9671787070607568,-0.9291032890192987,0.12321694364076445,-1.0854315565246284,0.994205941688494,-0.6272225727508006,0.6490227468295741,34,7,45,72,80,75,34,66,25,3,68,58,18,2,94,49,8,56,34,1,18,34,4,31,34,20
0.08488277553580396,1.0396307608521018,1.4960266900182682,0.535583148246134,-1.6109887148725917,0.7614395296075884,-0.9436444180688575,-0.32931509162753403,0.19443947626622515,1.0970234892804804,1.4850767166402288,0.5086744572486986,1.497045182055689,7,93,58,21,51,74,3,31,28,95,7,10,25,35,56,21,40,51,49,40,25,19,5,90,36,5
0.0725531090284636,1.7281672113502,0.6700381498969041,1.4299813982415037,0.5772021224363386,0.11032662546309285,-0.6194932578248906,-1.229257007887906,-0.37629528693074654,0.1715322124755518,0.8758745645694471,-2.0554285334911184,1.0341822612262173,76,27,87,13,88,2,84,67,66,83,69,89,54,97,78,24,17,17,7,0,95,29,35,79,84,70
-0.9792308082089879,0.9171580255823486,-1.1150727895837773,-0.019269966587245984,-1.6078188434213754,1.5839650843109017,1.4236144927440022,0.40562135329173776,0.8401066449292789,-0.0867203363010455,1.5815321648830658,-0.8089247012208954,-0.5909460195010933,67,99,37,54,0,34,12,42,73,42,13,86,99,66,97,50,24,87,65,49,45,91,96,6,96,48
0.695696012908369,-0.703397726628085,-0.5941209839948774,1.4576175604351491,0.842206753295624,-0.5087659520836325,0.047504591212722325,1.391423332461904,-1.5129004875375889,0.505019333342483,-0.2687168159011372,-2.7789616796021614,-0.5137243863496113,89,62,41,63,4,70,27,21,78,18,53,96,73,47,94,85,39,27,40,18,62,9,3,77,34,56
0.9511100393636931,-0.04767043110656525,-0.6636293309161583,0.5232530811473424,0.8959274935663328,0.8774170714609872,-2.7844340584929705,-0.34263997769400784,-0.24459250933282528,-0.8981570514644633,-0.2687757740786836,-0.48527478466158935,-1.5559707177315696,65,40,43,65,15,35,51,58,39,97,31,32,95,26,15,29,34,89,86,60,35,77,69,58,92,48
-2.1242481001000213,-0.6746606907987984,-1.0397896787951364,0.47628730275013553,0.428491797228867,-0.6529258992751171,-0.23111882577599033,-0.10730112639563857,0.48324338919485027,-0.4516689385673142,0.17768587393279514,0.313127689310313,0.883866819092927,0,91,71,67,74,58,39,95,27,32,20,3,77,80,95,78,52,39,58,33,23,44,2,85,92,10
0.9490638864611357,0.3482718999176992,0.24565663923805953,-0.9190381452247185,-0.5075671482003546,-0.44228668290897244,-0.19108042320015814,1.7507691555283869,2.171088197017709,0.20830549458991515,-0.7846260428374152,-1.0869110665389337,0.8771762160969635,59,91,6,85,2,60,41,38,61,59,97,32,55,1,26,42,54,34,80,43,93,73,77,5,42,53
0.3209917002846239,-0.7112382491001096,-0.07321443715068666,1.4308635289791571,-1.2829644601543138,0.3424624075663345,-1.830346609638478,0.9349552044886767,0.536741757778315,-1.2868217691775017,-0.9723909309394939,0.11322315727057987,-1.5041151344870096,57,98,20,7,52,11,59,11,74,71,21,49,13,7,41,66,51,75,8,6,85,23,18,29,19,73
-1.7921203030483992,-0.19379296047067004,-0.02261221582962611,0.5419914876528367,1.3162199773492134,0.8038120516826859,-0.03745335180067883,0.4776122690319836,-0.7678098455241971,1.0566691517133107,-0.18321944521649136,-0.3327178615982692,1.3810673834312222,30,62,28,50,2,68,23,87,45,7,7,92,83,63,44,61,73,97,11,9,48,52,25,8,75,37
-1.1380033398970526,0.4257753886834902,-0.23784399455391034,0.3533514399955796,1.2549000896109985,0.14929602651038776,2.0123217480645597,1.5955658239510742,0.7355752134921665,0.36755677140383214,-0.673771432051406,1.2001698196113153,-0.24952825148779254,53,89,74,20,49,76,71,17,48,32,75,44,64,93,93,82,66,29,23,76,72,28,91,41,72,92
1.3767756830438935,-0.5205553835086031,-0.8676688194575469,-0.9385160260706569,0.014100244011226053,-0.6520783913114108,2.336618659504633,-0.4791341021031832,0.02032070570138867,-0.03189025591382363,0.14497607587747016,1.4841851317703907,0.01687850643763926,92,26,20,37,30,83,63,84,41,16,74,12,81,64,52,17,42,7,4,86,36,97,53,11,35,29
-0.42820574570392855,0.688307488540462,1.5521689559527707,-0.1944083957539634,0.4648864791450204,-1.3155587165033575,0.7319204867991598,0.3207681573367113,0.1562411459828942,-0.2908538806890616,-0.08775027593789755,-2.8641961549343766,0.6836302542741823,7,25,69,77,86,88,51,27,4,29,18,82,96,58,0,66,50,27,51,82,84,20,12,73,34,81
1.8671774191951098,1.4613152989732197,1.7377704643208698,1.3920923319000793,-0.40672937089913347,-0.1656033071044118,0.3973111233032538,-1.8839971107056748,2.1096201330896696,0.30533753516433726,0.2913239222225196,-0.7596915031182249,-1.4162426031835131,43,57,94,66,25,41,19,15,54,87,71,2,32,59,83,98,99,17,25,9,80,95,16,50,97,96
-1.5068742160534914,-1.3678146395105746,-0.522593351891541,0.47066844828016763,0.5295648984974807,-0.42392641154999083,-0.16743236444684953,3.0786805301604034,0.5428045364090812,0.10536399880170953,-0.35952422912529036,0.5650476177626851,0.02967283708262808,81,52,13,62,38,78,79,78,83,30,7,42,4,64,83,58,76,78,9,23,25,52,7,64,7,22
1.2464982767581418,-0.6539913236752453,-0.06278781330764752,0.8062197479824003,1.2713656015032355,1.1986583132570023,1.3789692132728646,-0.07776298391396112,0.13303695581245437,-0.9411977383963732,0.3535394557371688,-1.0933488555107018,0.934061627282935,93,59,38,3,3,40,31,98,12,5,51,12,72,35,81,61,76,67,81,16,28,81,20,6,20,56
0.6539686885317535,0.5640027628377402,-0.3112691257072833,0.5740627328048921,-1.0003876804286218,-0.44833688328112054,-1.0378582895739354,-0.18723976236505727,0.28353083980484967,-0.17522263876614,-0.02589660258655576,0.1340833310461191,0.12013489967178013,56,91,39,24,77,18,9,93,0,48,2,55,58,79,80,94,79,34,40,30,22,22,64,96,91,46
-0.37702822843002426,0.7278253932683533,-0.5723933559963051,0.03199312034848389,0.08321117966048797,0.007925648223480282,-0.4285321668384348,1.6099934887924505,-1.3417643141342535,-0.5500733076295995,-2.3882187309293887,0.12001719125246435,1.1186404896539046,70,42,39,48,17,51,35,79,50,49,0,54,1,91,37,14,31,39,52,26,19,26,22,59,85,59
-0.9956805545289716,-0.3466597934964034,-1.0417329300016376,-1.3591913426688484,-0.8656133921842407,0.10657672988782849,-0.43818789659226764,0.5709217882597003,-0.8380580707646311,0.3350576169435067,-0.9270023021832451,0.335654965877046,1.069750496951547,45,84,71,1,42,86,34,22,70,77,69,3,0,63,73,31,41,69,59,24,76,58,71,25,84,2
0.8984989691756579,-0.018048597322294434,-2.340752748787632,0.9539305780097942,1.128605557583866,0.9782505226985188,-0.8293241591447946,1.0163828606753076,-0.9820558245009078,-0.7542290430736396,0.05397791149083266,0.9571260306565795,1.2809324726557338,96,70,63,37,19,78,82,64,27,39,23,66,37,32,37,77,82,55,99,68,94,37,27,51,46,60
-0.7095136645054135,-1.2425092153855535,1.4529220925225614,0.8595036308341178,-0.3341459810614503,1.0440218973879847,-0.13354743547247433,0.13333552175739188,-0.7079557036396208,-0.20578201094329704,1.4627770160810805,-0.9278211224377043,-0.6617036677749043,76,59,33,38,75,71,71,81,83,32,27,0,59,29,64,26,99,69,30,50,17,78,88,28,8,59
1.0910020653166967,-0.01360326607313639,-0.1546230391519764,-0.7153140295504593,-0.07095673821222462,1.5644569870849994,0.5082714658415507,-0.5710219998084469,0.08056794928885905,0.09125465372413973,-0.37502352856138965,0.3727826993599767,-1.4695789438569307,5,64,39,0,88,95,53,89,56,64,8,56,57,80,32,40,28,18,82,50,53,18,30,17,0,80
0.09110459705327342,-0.17099915933085832,-0.8241762662103891,1.4889571473014636,-1.9787458822285506,-0.0841835498422457,-0.31050276859912246,2.202649873757538,-0.6655624687725555,-0.1114236351252687,0.44709207652175964,-1.7284865745808828,1.5393220595063095,14,28,21,12,33,10,77,65,0,90,8,16,42,97,1,30,15,37,18,67,72,62,13,8,3,74
2.3902501845625785,-1.5811127651979755,-1.352732609534865,1.8533392784260552,0.5404172753156739,-0.15020911248172295,-1.0747005878367837,0.4688099879335641,-0.24155561506677323,-0.7501137132089565,0.689603651222068,0.3954912411272667,-0.30473578103432314,20,74,20,23,49,59,75,22,77,52,38,2,48,84,26,25,68,77,53,49,77,90,77,31,23,72
2.363684569481672,1.272601298804349,0.7093295669284039,-0.2833858586046976,-0.9541175068449739,-0.42918885623946396,-0.4650066601373189,-0.12519514782752458,1.7258849539564223,0.357365641983496,1.7489559352377786,-0.5255406364483106,-1.022460416398241,15,73,28,99,6,13,11,91,77,59,8,85,66,6,14,29,14,14,69,8,42,43,59,37,6,90
0.6975123506728493,-0.5742934899801756,-0.8671449092766971,0.28506001187933044,-0.04680174979758934,0.725883890494284,0.5995705922285448,0.75593100250673,-1.2020183425771522,0.7585406754219742,-3.03444863695613,-0.0571949911574301,1.0239928337153448,24,34,56,21,19,11,57,84,33,17,77,32,19,4,76,77,21,46,16,99,63,52,6,2,27,93
0.3847373629816882,0.03724347867810021,0.07342623953112613,-0.1650324630049469,-2.069032215784246,-0.41904807838811103,0.3328817695361581,-0.655037000666711,-0.07664747372837152,1.0090283661085366,-1.6071507653826371,1.3715835379535237,2.661796466134658,39,87,93,84,7,39,4,86,97,44,73,89,7,44,12,98,77,63,84,49,12,82,65,39,69,16
0.10429308241304885,-0.6364262510022437,0.3625959621487564,0.5335744606407994,-0.08111980364384876,-0.8606415298295388,1.6368343978370905,-0.45236151658309337,0.7866442620351425,-1.235397942539464,-0.5891507494372463,-1.2926884747422858,-0.8020382594403943,61,79,12,9,60,8,24,55,57,4,17,52,28,56,98,66,99,12,81,91,22,0,52,28,80,3
-0.3067771821152727,-1.673004957014334,-0.27767881991293714,0.07498535650817381,0.10940269533611931,0.14009333304593893,0.45638978363483046,-1.5227299382961568,-0.15028518449099362,-0.25571557177966364,1.9050277510941183,1.6746247005058852,-0.668209786552058,30,82,46,51,10,27,33,75,1,25,9,7,57,99,53,89,69,2,9,38,16,13,50,53,4,34
1.026531755720981,2.079809888309232,-0.44505527430530567,-0.6701617946049442,-0.621574720553321,-0.48984334419126635,0.7632473324611954,1.3461838407990618,0.28581574544547894,-0.5887798559316982,0.390439470472159,-0.2496731535386298,1.1570624696818184,77,79,37,76,66,50,4,24,13,13,91,74,81,81,96,87,56,12,36,76,56,34,30,64,41,63
-0.6957761068065847,-1.1222489014808683,-0.8036897561629446,-0.24401503014339404,0.0787825695563017,-1.1624686732984821,0.9881380174918163,1.4401176457323053,1.1093922525277529,0.9448974128369498,0.489651425028919,-1.643040873428511,-0.2885393752169669,74,96,95,81,74,30,9,51,47,33,41,95,93,20,45,22,93,21,47,48,46,87,89,57,38,4
0.9393931089938261,-0.8539718370651985,-1.4250833026494103,-1.5790095565745659,0.19986043456541971,1.207662911066494,-1.8856045086769277,0.7087439858379061,-0.3392219315225199,0.6466654307558923,0.28719396851355206,-0.013207655462685151,0.6155186228304452,42,45,49,60,76,92,83,54,96,17,51,80,54,0,94,44,74,27,93,56,56,39,74,90,85,48
0.9138979550739845,-1.170339854417126,0.006756037581804031,-0.060888911259873994,-0.09692691350519816,0.676558877732128,-0.7405716434718265,1.409856619145956,0.37642390002931553,0.5842189268319613,-0.1202185077781307,-0.5337495203627569,-0.5733132249774445,86,52,28,47,14,14,13,79,65,59,98,69,6,7,6,43,82,25,59,62,57,47,51,15,93,13
-0.036923187646964804,1.0782666598713586,-0.37103914682551975,-1.5737761346810826,-0.04595046647758581,-1.0036602963951062,-0.2061173899917537,-0.18204325034839244,-0.689788071887746,0.25113727823523024,-0.17702688916120465,-1.6240952287181332,0.18532383584165174,81,38,73,36,71,35,37,7,98,33,78,7,26,35,0,27,69,29,24,23,3,12,84,16,69,89
0.36100875874900057,-0.04758169583444444,-0.20993691158968697,0.982576595466846,-0.0018108097138023534,-0.030986185392808046,-0.9262503487940035,0.147788657541444,0.6034032162982012,0.7653003742355361,0.3197454585870856,0.9738798799820078,-0.4580425271432593,92,81,32,2,79,39,42,1,90,77,74,97,7,2,8,51,82,26,52,25,30,47,75,36,65,50
0.0006366716323216978,0.12388810132340315,0.5572098373045519,0.12307864775608293,1.4402293079978816,0.7286925350913414,-0.7219479573938278,-0.8683668753264052,0.9602357234222215,0.4114043758208917,0.23633188899685262,-0.6514100016762945,-1.0987059097258782,3,90,6,19,23,79,46,38,26,57,80,99,30,19,92,61,73,12,58,50,28,98,84,46,30,19
0.454493817290976,0.36819829880553695,1.65730574836525,-0.08423600857099663,-0.08240243030603618,0.16022272951844457,0.34305051727097974,-0.34542967383745665,-0.7154064596408568,1.1577110212899206,0.12028641727308323,-1.1240453445957748,1.2796725472711457,47,45,30,24,23,22,85,88,88,10,27,1,17,10,72,36,37,81,67,3,36,33,98,34,54,40
2.096190294758188,-0.09787034521675006,-0.29107969884955576,-1.8658003123879856,-3.362535276856014,0.03436093632050733,-1.2469234707645391,-0.16372162804661194,-1.3406021317577235,2.149862843684655,-0.06278471843688518,-0.4179706656925821,0.24500851268823023,52,10,31,72,73,9,95,90,70,46,12,41,4,77,66,21,21,82,47,60,89,17,86,63,10,76
-1.2334457298340555,-0.16341350031917518,0.21818732134595167,0.5066115150656113,0.6855133996876565,-1.0744502337619386,1.778233798411608,0.9073983993089977,-0.2363260827371314,-1.0874046778150765,0.98990730812709,1.4602529956984223,-0.5032661103005324,21,42,42,67,94,38,77,24,82,1,10,8,0,34,95,54,29,87,49,87,3,43,0,6,44,39
-1.1688879041158213,-2.140445438300905,-0.46348429761484955,0.5979746036730416,-0.9913866440502926,-1.4313667331868543,-0.8227283751547059,0.9372792849281731,0.11435582096288131,-0.6098421104045249,-0.16721382721916386,-1.9425978505845178,-0.6537812962395613,85,24,80,1,93,33,18,13,37,70,30,87,39,59,91,66,33,29,9,8,91,84,68,71,2,9
-1.9662345891309643,1.1633244805788618,2.133961656889602,0.9162485766027764,0.989300741438971,0.30925089897623637,1.6546752089768517,0.2121558285482067,-0.2841548684022852,0.5349484550598713,-1.7683707500126347,0.11759534625790934,-1.039540153225226,23,72,54,17,57,20,85,11,46,62,26,73,24,97,57,34,49,58,59,42,35,9,60,86,25,23
-0.6837974417289409,-1.5662248322543848,0.5651605078910553,1.1616073608996973,0.8966982328431253,0.09173641040022987,0.9786160800987311,0.9016214034516479,-0.7889926698608861,0.8201279274513584,-0.12199278562038438,0.18583216123119367,2.6637210562155147,29,99,47,22,68,43,89,71,3,97,27,91,31,79,60,45,42,91,76,15,54,42,69,94,71,90
2.2766262037240415,-0.8015392136391605,0.6525179731704991,0.23446043140744688,0.0683343032790608,0.09005169116605717,-0.6230259266355404,0.9107561551814427,-0.9598856716864218,-0.18868173720882533,1.3584153084471375,-0.2338092869434352,1.13973580392837,59,5,84,51,96,53,81,58,70,20,19,26,59,33,91,9,12,66,16,88,16,4,46,23,85,67
0.0575966979564195,0.9377823504608703,0.4048852554269971,0.04522147480486714,-0.6693312811033092,1.2013561748777555,-0.19317708980158557,-0.8256105178012421,0.09283038467909453,-0.344655680824698,-0.4700510881772413,-0.8776135019876119,0.9803348668676429,22,77,17,88,89,69,28,78,80,77,73,29,58,89,70,59,67,85,14,98,69,2,3,36,60,23
1.247757861679061,-1.3646931500465274,0.1658544812717177,-1.1626032097989638,0.42007831482871877,-1.7507103306152356,-0.6402671082628654,-0.19403700159978973,-0.6657600655717475,-0.4511241590767639,0.34122037207644906,-0.31178737000002726,-0.15071176439109668,92,7,23,73,73,7,6,76,39,58,15,55,25,50,31,60,68,38,99,55,74,80,7,57,42,12
-2.247959753120701,0.4991167802515353,1.8722001458075852,-0.580643467958017,-0.6817116965031821,-1.44819303422834,1.4689826119258762,0.7470574225954479,0.9535733922584784,1.2467902492914016,1.4691695693933424,-1.846333347735314,0.6015401651342188,60,66,34,97,65,67,97,44,73,55,28,63,68,21,17,89,42,3,73,23,83,45,5,6,84,80
-2.244666988223798,-0.1589331878112114,0.5448572753550046,0.14765671003273143,-0.10947748534851831,1.814914970143648,0.6775694836072508,-0.4307157492807713,1.5941283286467105,0.2009132820097755,-0.049157945037708234,-0.291594903325233,0.8689059330753782,74,52,38,14,66,53,47,35,85,58,97,20,10,34,30,45,47,49,5,65,84,13,71,9,97,88
0.4486315707283034,0.08857388951776382,-0.5706483295128688,-0.7934787992697288,-0.27885302460893585,1.2799109196747938,1.3249544541225156,1.4330239531770514,0.9231989795431811,0.4286551968272424,0.1168894757999629,0.005650998124147343,1.280581599851806,60,21,76,81,74,20,98,97,49,32,36,15,56,51,14,32,18,16,36,97,50,2,91,41,11,35
-0.16563134657540543,-0.3516078688041401,0.8829172900410507,0.7848355447413436,-0.2094627711674863,-0.240970536553141,1.0038585372616886,0.5155689769107363,0.6569325633740718,0.09470523409940619,-0.37033896692619445,1.571594637357848,-0.7640292456296002,84,59,93,6,58,58,79,44,88,38,86,19,19,94,88,26,44,98,19,45,26,51,64,50,9,7
1.202590391980196,-1.5021910218459749,0.9556097970072491,0.7272564781973395,-0.43925477355526976,0.7739350532304451,1.3214560681028114,-1.3527850958280314,1.1603469919910727,-0.135161400525312,-0.75846715816153,0.6374224062451832,-0.6179423256930292,13,30,40,76,0,45,87,52,97,87,5,53,74,74,38,43,65,34,2,72,35,43,93,52,45,40
-1.6630382100243104,0.0733852062782863,-0.15400802307217715,0.40181552341053545,0.6764132350396943,-1.0199946831146298,-0.448921390999328,-1.0025233343046145,-0.15544721130172062,0.5068224202455628,0.028756095501184496,-0.11914844449568442,0.8590813852126148,43,84,65,2,4,32,99,11,82,29,13,84,45,44,30,49,45,17,63,43,65,98,60,18,43,43
